found,company,score,signals,why,evidence_url,more_evidence,website,location,sources,quote
2026-09-21,Alnatura GmbH,70,ai_owner;rollout,"+40 hiring ""Head of Data Analytics & AI"" | +30 ""Head of Data Analytics & AI"" mentions AI for the whole company",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003690149-S,https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2333318-S,,"Darmstadt, DEUTSCHLAND",bundesagentur,...oche) So kannst Du Dich bei uns einbringen - Du entwickelst unsere unternehmensweite Data Analytics- und AI-Strategie und überführst sie gemeinsam mit den Fachbereichen und der...
2026-09-21,ams.Solution AG Kaarst,70,ai_owner;rollout,"+40 hiring ""MANAGER KI-STRATEGIE M/W/D"" | +30 ""MANAGER KI-STRATEGIE M/W/D"" mentions AI for the whole company",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003664517-S,,,"Kaarst, DEUTSCHLAND",bundesagentur,...ratung und Vertrieb hinweg. DEINE AUFGABEN ... - Du entwickelst die unternehmensweite KI-Ausrichtung weiter und bringst zentrale KI-Themen zur Entscheidungsreife - Du übernimmst Mitverantwortung für di...
2026-09-21,BUNG GmbH,70,ai_owner;rollout,"+40 hiring ""KI & Digital Transformation Manager (m/w/d),Heidelberg,Heidelberg"" | +30 ""KI & Digital Transformation Manager (m/w/d),Heidelberg,Heidelberg"" mentions KI-Einführung",https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2320661-S,,,"Heidelberg, Neckar, DEUTSCHLAND",bundesagentur,"...rschiedliche Perspektiven zusammen. Sie begleiten die Entwicklung und Einführung von KI-Anwendungsfällen und stellen sicher, dass diese praxisnah, wirtschaft..."
2026-09-21,CODICO GmbH,70,ai_owner;gdpr_ai;size,"+40 hiring ""AI Transformation Manager, CODICO GmbH"" | +20 ""AI Transformation Manager, CODICO GmbH"" mentions Datenschutz next to AI | +10 looks mid-size or large (post says ""Familienunternehmen"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2331316-S,,,"Perchtoldsdorf, OESTERREICH",bundesagentur,
2026-09-21,Commerzbank AG,70,ai_owner;gdpr_ai;size,"+40 hiring ""Data & AI Project Manager Real Estate"" | +20 ""Senior Spezialist*in mit Schwerpunkt KI in der comdirect"" mentions Datenschutz next to AI | +10 looks mid-size or large (post says ""Tochtergesellschaft"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/12846-1606148-1-S,https://www.arbeitsagentur.de/jobsuche/jobdetail/12846-1633809-1-S,,"Eschborn, Taunus, DEUTSCHLAND; Quickborn, Kreis Pinneberg, DEUTSCHLAND",bundesagentur,
2026-09-21,Domini Hausverwaltungen GmbH,70,ai_owner;rollout,"+40 hiring ""AI & Automation Manager / Founder's Associate AI (m/w/d)"" | +30 ""AI & Automation Manager / Founder's Associate AI (m/w/d)"" mentions AI for the whole company",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003556792-S,,,"Eschweiler, Rheinland, DEUTSCHLAND",bundesagentur,...spektivisch eine Rolle als - Senior AI & Automation Manager - Head of AI & Automation - Chief AI Officer oder langfristig eine unternehmensweite AI-Verantwortung entwickeln. Das hängt nicht von deiner Betriebszugeh...
2026-09-21,Evangelisches Klinikum Gelsenkirchen,70,ai_owner;gdpr_ai;size,"+40 hiring ""Leitung Stabsstelle Digitalisierung & KI Gesundheitswirtschaft, Evangelisches Klinikum Gelsenkirchen"" | +20 ""Leitung Stabsstelle Digitalisierung & KI Gesundheitswirtschaft, Evangelisches Klinikum Gelsenkirchen"" mentions Datenschutz next to AI | +10 looks mid-size or large (post says ""Konzerngeschäftsführung"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2252645-S,,,"Gelsenkirchen, DEUTSCHLAND",bundesagentur,
2026-09-21,Liebherr-Digital Development C enter GmbH,70,ai_owner;rollout,"+40 hiring ""Data & AI Project Manager (m/f/d)"" | +30 ""Data & AI Project Manager (m/f/d)"" mentions AI for the whole company, AI governance",https://www.arbeitsagentur.de/jobsuche/jobdetail/14005-44357523-84-S,,,"Ulm, Donau, DEUTSCHLAND",bundesagentur,"...support the preparation and coordination of strategic topics such as AI governance, reference architectures, and group-wide AI foundations Continuously improve AI delivery processes, portfoli..."
2026-09-21,Lovehoney Group,70,ai_owner;rollout,"+40 hiring ""AI Innovation and Enablement Specialist"" | +30 ""AI Innovation and Enablement Specialist"" mentions AI adoption across the company, AI rollout, AI for the whole company",https://www.arbeitnow.com/jobs/companies/lovehoney-group/ai-innovation-and-enablement-specialist-berlin-242817,,,Berlin,arbeitnow,...ently looking for an AI Innovation and Enablement Specialist who will drive AI adoption across the organization and oversee the effective rollout of AI capab...
2026-09-21,Nexperia Germany GmbH,70,ai_owner;rollout,"+40 hiring ""Senior Automation & AI Specialist (m/f/d)"" | +30 ""Senior Automation & AI Specialist (m/f/d)"" mentions AI enablement / training for staff",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003239107-S,,,"Hamburg, DEUTSCHLAND",bundesagentur,"...l be directly involved in shaping the digitalization, automation, and AI enablement of R&D processes in an international, technology driven environment...."
2026-09-21,STILORD GmbH,70,ai_owner;rollout,"+40 hiring ""AI KI Automation Manager (m/w/d) – E-Commerce & Prozessoptimierung"" | +30 ""AI KI Automation Manager (m/w/d) – E-Commerce & Prozessoptimierung"" mentions KI-Einführung",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003704433-S,,,"Essen, Ruhr, DEUTSCHLAND",bundesagentur,"...s automatisierte Lösungen. Dabei geht es nicht darum, möglichst viele KI-Tools einzuführen. Es geht darum, Produktivität zu erhöhen, Kosten zu reduzieren und..."
2026-09-21,Verwaltungs- Berufsgenossenschaft (VBG),70,ai_owner;rollout,"+40 hiring ""Referent Digitalisierung, KI & Arbeitsschutz (m/w/d)"" | +30 ""Referent/-in (m/w/d) KI und Projekte"" mentions AI for the whole company",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003597369-S,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003709703-S,,"Hamburg, DEUTSCHLAND",bundesagentur,"...nnerhalb der VBG. Ihre Aufgaben - Sie sind erster Ansprechpartner für unsere Fachbereiche sowie unserer IT – Abteilung für das Thema KI - Sie steuern und moderieren das KI – Kompetenzzentrum der VBG, welch..."
2026-09-21,Commerz Real AG Commerz Real Düsseldorf,60,rollout;gdpr_ai;size,"+30 ""Senior Enterprise- & AI-Architect"" mentions KI-Einführung, AI governance | +20 ""Senior Enterprise- & AI-Architect"" mentions EU AI Act next to AI | +10 looks mid-size or large (post says ""Konzerns"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/12846-1632999-1-S,,,"Düsseldorf, DEUTSCHLAND; Wiesbaden, DEUTSCHLAND",bundesagentur,...die Rolle des KI-Beauftragten und gestaltest den verantwortungsvollen Einsatz von KI im Unternehmen aktiv mit - Du entwickelst unsere AI Governance weiter und übersetzt...
2026-09-21,DKV Euro Service GmbH + Co.KG,60,rollout;gdpr_ai;size,"+30 ""HR AI, Automation & Data Enablement Lead (gn) Vollzeit/Teilzeit (hybrid)"" mentions Microsoft Copilot | +20 ""HR AI, Automation & Data Enablement Lead (gn) Vollzeit/Teilzeit (hybrid)"" mentions EU AI Act next to AI | +10 looks mid-size or large (post says ""2.700 Mitarbeiter"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003168036-S,,,"Ratingen, DEUTSCHLAND",bundesagentur,"...Du arbeitest souverän mit Plattformen wie Power Automate, Power Apps, Copilot Studio, Cognigy oder ähnlichen Tools und verfügst über ein solides Verständn..."
2026-09-21,Döpfer Gruppe,60,rollout;gdpr_ai;size,"+30 ""Fachkraft für KI-Prozessautomatisierung (m/w/d)"" mentions Microsoft Copilot, AI for the whole company | +20 ""Fachkraft für KI-Prozessautomatisierung (m/w/d)"" mentions Datenschutz next to AI | +10 looks mid-size or large (3 open roles on the board, heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/12951-13417dca-4d5d-45ef--S,,,"Schwandorf, Bayern, DEUTSCHLAND",bundesagentur,"...und betreust deren produktiven Einsatz, zum Beispiel KI-Assistenten, Microsoft Copilot, Chatbots, Dokumentenanalyse oder intelligente Such- und Wissenslösun..."
2026-09-21,Handwerkskammer Südthüringen,60,ai_owner;gdpr_ai,"+40 hiring ""IT-Schnittstellenmanager & KI-Verantwortlicher (m/w/d)"" | +20 ""IT-Schnittstellenmanager & KI-Verantwortlicher (m/w/d)"" mentions datenschutzkonformen next to AI",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003565554-S,,,"Suhl, DEUTSCHLAND",bundesagentur,
2026-09-21,heimerle-meule.com,60,ai_owner;gdpr_ai,"+40 hiring ""AI Transformation Manager (m/w/d), Pforzheim"" | +20 ""AI Transformation Manager (m/w/d), Pforzheim"" mentions EU AI Act next to AI",https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2309828-S,,,"Pforzheim, DEUTSCHLAND",bundesagentur,
2026-09-21,Innovation Group GmbH,60,rollout;gdpr_ai;size,"+30 ""Data Privacy & AI Counsel (m/w/d)"" mentions AI for the whole company, AI governance | +20 ""Data Privacy & AI Counsel (m/w/d)"" mentions Data Privacy next to AI | +10 looks mid-size or large (post says ""500 Mitarbeitenden"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003664816-S,,,"Stuttgart, DEUTSCHLAND",bundesagentur,"...m/w/d) - 4 Tage Home-Office-Option. Aufgaben Als Data Privacy & AI Counsel (m/w/d) sind Sie Teil eines konzernweiten, internationalen Teams und unterstützen die deutschen Unternehmen der..."
2026-09-21,Kreisausschuss des Rheingau-Taunus-Kreises,60,ai_owner;gdpr_ai,"+40 hiring ""Referentin bzw. Referent für KI-Anwendung und organisationale ..."" | +20 ""Referentin bzw. Referent für KI-Anwendung und organisationale ..."" mentions EU AI Act next to AI",https://www.arbeitsagentur.de/jobsuche/jobdetail/19994-ultvydtlv6-S,,,"Bad Schwalbach, DEUTSCHLAND",bundesagentur,
2026-09-21,Stadtwerke Esslingen am Neckar GmbH & Co. KG,60,rollout;gdpr_ai;size,"+30 ""Spezialist (m/w/d) KI-Entwicklung & -Projektmanagement"" mentions AI for the whole company | +20 ""Spezialist (m/w/d) KI-Entwicklung & -Projektmanagement"" mentions Datenschutz next to AI | +10 looks mid-size or large (post says ""200 Mitarbeitern"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/12288-4928915958-S,,,"Esslingen am Neckar, DEUTSCHLAND",bundesagentur,"...rnehmensentwicklung angesiedelt und bietet Ihnen die Möglichkeit, den unternehmensweiten Einsatz von KI aktiv mitzugestalten. Ihre Aufgaben Sie identifizieren und bewerten g..."
2026-09-21,uni-assist e.V.,60,ai_owner;gdpr_ai,"+40 hiring ""Referent (m/w/d) der IT-Leitung für KI & Digitalisierung / KI-Beauftragter (m/w/d)"" | +20 ""Referent (m/w/d) der IT-Leitung für KI & Digitalisierung / KI-Beauftragter (m/w/d)"" mentions EU AI Act next to AI",https://www.arbeitsagentur.de/jobsuche/jobdetail/12688-REG-43733-RJA-S,https://www.arbeitsagentur.de/jobsuche/jobdetail/12908-064148895-S,,"Berlin, DEUTSCHLAND",bundesagentur,
2026-09-21,Universitätsklinikum Köln AöR,60,rollout;gdpr_ai;size,"+30 ""AI-Development & Platform Engineer (w/m/d)"" mentions AI for the whole company, AI governance | +20 ""AI-Development & Platform Engineer (w/m/d)"" mentions EU AI Act next to AI | +10 looks mid-size or large (post says ""170 Mitarbeiterinnen"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/17149-2026dl7b74gm-000-S,,,"Köln, DEUTSCHLAND",bundesagentur,"...elopment Platform: Aufbau und kontinuierliche Weiterentwicklung einer unternehmensweiten AI Development Platform zur Entwicklung, Validierung, Bereitstellung und..."
2026-09-21,Akkodis Germany Tech Experts GmbH,50,rollout;gdpr_ai,"+30 ""Senior Software Entwickler (m/w/d) - KI & Prozessautomatisierung / Teilzeit 20h"" mentions Azure OpenAI | +20 ""KI-First Infrastructure Consultant (m/w/d)"" mentions Datenschutz next to AI",https://www.arbeitsagentur.de/jobsuche/jobdetail/12634-BB-645316-7878-3047-S,https://www.arbeitsagentur.de/jobsuche/jobdetail/12634-BB-644600-7878-2086-S,,"Dresden, DEUTSCHLAND",bundesagentur,"...ung von Unit-, API- und E2E-Tests sowie Einbindung von KI-APIs (z. B. Azure OpenAI) für komplexe Prozesslogiken. Profil Erfahrung: Mindestens 3-5 Jahr..."
2026-09-21,atania,50,rollout;gdpr_ai,"+30 ""Head Data & AI (m/w/d)"" mentions AI for the whole company, AI governance | +20 ""Head Data & AI (m/w/d)"" mentions Datenschutz next to AI",https://www.arbeitsagentur.de/jobsuche/jobdetail/13635-4e73230a_JB5244340-S,,,"München, DEUTSCHLAND",bundesagentur,"...lierung und Weiterentwicklung von Data Governance, Data Quality sowie AI-Governance-Richtlinien und Standards • Aufbau einer unternehmensweiten Data Community sowie von Standards für Datenprodukte und deren Lifecy..."
2026-09-21,clicks digital GmbH,50,rollout;gdpr_ai,"+30 ""KI – Manager (m/w/d)"" mentions an internal AI strategy | +20 ""KI – Manager (m/w/d)"" mentions Datenschutz next to AI",https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1204963835-S,,,"Dresden, DEUTSCHLAND",bundesagentur,...omatisieren – kurz: Digital Process Automation (DPA) - Du entwickelst unsere KI-Strategie weiter – orientiert an den clicks-Zielen und den Bedürfnissen unserer...
2026-09-21,Erwin Junker Maschinenfabrik GmbH,50,ai_owner;size,"+40 hiring ""Spezialist KI und Digitalisierung (m/w/d)"" | +10 looks mid-size or large (post says ""Standorten"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003529243-S,,,"Nordrach, DEUTSCHLAND",bundesagentur,
2026-09-21,Hamburger Energienetze GmbH,50,rollout;gdpr_ai,"+30 ""Azure DevOps Engineer mit Fokus Azure AI (a*)"" mentions Azure OpenAI | +20 ""Senior IT Consultant (Inhouse) AI Automation & Copilot Agent - Befristet bis 31.12.2028 (a*)"" mentions Datenschutz next to AI",https://www.arbeitsagentur.de/jobsuche/jobdetail/13755-44424475-98-S,https://www.arbeitsagentur.de/jobsuche/jobdetail/13755-44447768-916-S,,"Hamburg, DEUTSCHLAND",bundesagentur,"...re Erfahrung im Umgang mit dem Microsoft Azure AI Stack, insbesondere Azure OpenAI, AI Foundry, Cognitive Services, AI Search und Azure DevOps, mit. E..."
2026-09-21,InfraServ GmbH & Co.Gendorf KG,50,rollout;gdpr_ai,"+30 ""IT-Architekt - Schwerpunkt KI (w/m/d) #673"" mentions an internal AI strategy, AI for the whole company, AI governance | +20 ""IT-Architekt - Schwerpunkt KI (w/m/d) #673"" mentions Datenschutz next to AI",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003429770-S,,,"Burgkirchen an der Alz, DEUTSCHLAND",bundesagentur,...KI-Governance beim Einsatz generativer KI - Aktive Mitgestaltung der unternehmensweiten KI-Strategie als zentraler Ansprechpartner - Kontinuierliche Beobachtung technolog...
2026-09-21,Meffert AG Farbwerke,50,rollout;gdpr_ai,"+30 ""KI - Manager & Prozessautomatisierung (m/w/d)"" mentions KI-Einführung, Microsoft Copilot, an internal AI strategy, AI for the whole company | +20 ""KI - Manager & Prozessautomatisierung (m/w/d)"" mentions Datenschutz next to AI",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003581531-S,,,"Bad Kreuznach, DEUTSCHLAND",bundesagentur,"...matisierung (m/w/d). Sie treiben die Einführung und den produktiven Einsatz von künstlicher Intelligenz im Unternehmen voran. Dabei identifizieren Sie Optimierungspotenziale, automatisiere..."
2026-09-21,MEKRA Lang GmbH & Co.KG,50,rollout;gdpr_ai,"+30 ""Junior AI Engineer (m/w/d)"" mentions an internal AI strategy, AI for the whole company | +20 ""Junior AI Engineer (m/w/d)"" mentions DSGVO next to AI",https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206945249-S,,,"Ergersheim, DEUTSCHLAND",bundesagentur,"...ufbau des KI-Ökosystems inklusive Weiterentwicklung und Umsetzung der unternehmensweiten KI-Strategie und Roadmap - Eigenständige Identifikation, Bewertung und Priorisieru..."
2026-09-21,Minol Messtechnik W. Lehmann GmbH & Co. KG,50,rollout;gdpr_ai,"+30 ""AI Governance & Enterprise Knowledge Architect (m/w/d)"" mentions AI for the whole company, AI governance | +20 ""AI Governance & Enterprise Knowledge Architect (m/w/d)"" mentions EU AI Act next to AI",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003356898-S,,,"Leinfelden-Echterdingen, DEUTSCHLAND",bundesagentur,"...ernance. - Sie definieren Governance-Prinzipien für Knowledge Graphs, KI-Agenten und unternehmensweite Wissensquellen. - Sie operationalisieren regulatorische Anforderungen..."
2026-09-21,team SE,50,ai_owner;size,"+40 hiring ""AI Manager (m/w/d)"" | +10 looks mid-size or large (post says ""7.000 Mitarbeitenden"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003286574-S,,,"Flensburg, DEUTSCHLAND",bundesagentur,
2026-09-21,TSI Consumer Goods GmbH,50,ai_owner;size,"+40 hiring ""Projektmanager Digitalisierung & KI (m/w/d)"" | +10 looks mid-size or large (post says ""Konzernstrukturen"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003141919-S,https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003141829-S,,"Zeven, DEUTSCHLAND; Berlin, DEUTSCHLAND",bundesagentur,
2026-09-21,Union Tank Eckstein GmbH & Co. KG,50,rollout;gdpr_ai,"+30 ""AI Enablement Engineer (all genders)"" mentions AI enablement / training for staff | +20 ""AI Enablement Engineer (all genders)"" mentions data privacy next to AI",https://www.arbeitsagentur.de/jobsuche/jobdetail/12117-YF-49072-YF-S,,,"Frankfurt am Main, DEUTSCHLAND",bundesagentur,AI Enablement Engineer We drive digital transformation. What about you? UTA Edenred...
2026-09-21,Wellendorff Gold-Creationen GmbH & Co. KG,50,ai_owner;size,"+40 hiring ""AI & Digitalisierungsmanager (m/w/d)"" | +10 looks mid-size or large (post says ""Familienunternehmen"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1206380119-S,,,"Pforzheim, DEUTSCHLAND",bundesagentur,
2026-09-21,Werhahn & Nauen SE & Co. OHG,50,ai_owner;size,"+40 hiring ""Data & AI Lead (m/w/d)"" | +10 looks mid-size or large (post says ""Standorten"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/14260-00045303aba001-S,,,"Linz am Rhein, DEUTSCHLAND",bundesagentur,
2026-09-21,Zeal Network,50,ai_owner;size,"+40 hiring ""Project Manager - Customer Operations AI & Automation (f/m/d)"" | +10 looks mid-size or large (3 open roles on the board, heuristic)",https://www.arbeitnow.com/jobs/companies/zeal-network/project-manager-customer-operations-ai-automation-germany-441421,,,Germany; Hamburg,arbeitnow,
2026-09-21,BG BAU BG der Bauwirtschaft,40,ai_owner,"+40 hiring ""Referentin/Referent Digitalisierung KI Digital Hub (m/w/d)""",https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1207963840-S,,,"Berlin, DEUTSCHLAND",bundesagentur,
2026-09-21,BWE Brüterei Weser Ems GmbH & Co. KG,40,rollout;size,"+30 ""IT-Spezialist KI"" mentions KI-Einführung, Microsoft Copilot | +10 looks mid-size or large (post says ""11.300 Mitarbeitenden"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003680172-S,,,"Visbek, Kreis Vechta, DEUTSCHLAND",bundesagentur,"...dheitsmanagement Ihre Aufgaben: - Konzeption, Entwicklung und Einführung von KI-Agenten zur Unterstützung betrieblicher Prozesse - Identifikation und..."
2026-09-21,Böttcher AG,40,rollout;size,"+30 ""AI / KI Experte (m/w/d)"" mentions an internal AI strategy | +10 looks mid-size or large (post says ""750 Mitarbeitenden"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003734524-S,,,"Zöllnitz bei Jena, DEUTSCHLAND",bundesagentur,"...neue Technologien zu bewerten, innovative Ansätze auszuprobieren und unsere KI-Strategie aktiv mitzugestalten Das bringst Du mit: - Du kennst Dich mit kün..."
2026-09-21,Deutsche Schlaganfall-Hilfe,40,ai_owner,"+40 hiring ""CRM / KI-Manager (m/w/d)""",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003621141-S,,,"Gütersloh, DEUTSCHLAND",bundesagentur,
2026-09-21,Dierig Textilwerke GmbH,40,ai_owner,"+40 hiring ""Mitarbeiter:in Prozessdigitalisierung & KI (m/w/d)""",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003672171-S,,,"Augsburg, Bayern, DEUTSCHLAND",bundesagentur,
2026-09-21,EagleBurgmann Germany GmbH & Co. KG,40,rollout;size,"+30 ""Team Lead AI & Innovation for Engineering & Operations (w/m/d)"" mentions KI-Einführung | +10 looks mid-size or large (post says ""52.000 Mitarbeitenden"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/13892-3133755_4060951-S,,,"Wolfratshausen, DEUTSCHLAND",bundesagentur,"...die Produktivität, Effizienz und Geschäftserfolg verbessern. - Die Einführung von KI-Lösungen in Engineering und Operations leiten, die Wiederverwendung..."
2026-09-21,Energiesysteme Groß GmbH & Co. KG,40,ai_owner,"+40 hiring ""ERP Application Manager (m/w/d) - PDS, Business Central, Digitalisierung & KI""",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003713649-S,,,"Niestetal, DEUTSCHLAND",bundesagentur,
2026-09-21,Everllence SE,40,rollout;size,"+30 ""Pflichtpraktikant im Bereich Digitalisierung & Künstliche Intelligenz im Prüfstandsbetrieb (m/w/d)"" mentions Microsoft Copilot | +10 looks mid-size or large (post says ""15.000 Mitarbeiter"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/16567-44363993-86-S,,,"Augsburg, Bayern, DEUTSCHLAND",bundesagentur,"...Technologien Erste praktische Erfahrungen mit Generativer KI, z. B. Microsoft Copilot, ChatGPT oder vergleichbaren Anwendungen Ausgeprägtes Interesse an..."
2026-09-21,EXOCON MANAGEMENT GMBH,40,rollout;size,"+30 ""KI Spezialist (m/w/d)"" mentions KI-Einführung, AI for the whole company | +10 looks mid-size or large (post says ""190 Mitarbeitenden"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003483090-S,,,"Berlin, DEUTSCHLAND",bundesagentur,...ntelligenz. - Entwicklung und Umsetzung einer klaren Struktur für den Einsatz von KI im Unternehmen - Steuerung und Umsetzung von KI-Projekten - Aufbau und Weiterentwick...
2026-09-21,J. Schmalz GmbH,40,rollout;size,"+30 ""Marketing Technology und AI Lead (m/w/d)"" mentions AI for the whole company | +10 looks mid-size or large (post says ""Marktführer"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/17815-0002dd0217c001-S,,,"Glatten, DEUTSCHLAND",bundesagentur,"...ngen. - Sie verantworten die Einführung und Weiterentwicklung unseres unternehmensweiten, agentischen KI-Systems innerhalb des Marketing-Umfelds und gestalten dessen erfolgre..."
2026-09-21,KSK Real Estate Management GmbH,40,rollout;size,"+30 ""IT-Administrator (m/w/d) Fachanwendungen und KI-Einführungen"" mentions KI-Einführung | +10 looks mid-size or large (post says ""220 Mitarbeitenden"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003030068-S,,,"Sankt Augustin, DEUTSCHLAND",bundesagentur,"..., unsere IT-Landschaft aktiv mitzugestalten, neue Fachanwendungen und KI-Lösungen einzuführen und spannende IT-Projekte voranzutreiben? Dann sind Sie bei uns genau..."
2026-09-21,Lindner SE,40,ai_owner,"+40 hiring ""IT-Spezialist KI & Digitale Transformation (aGw*)""",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003531878-S,,,"Arnstorf, DEUTSCHLAND",bundesagentur,
2026-09-21,M+S Transporte GmbH & Co. KG,40,ai_owner,"+40 hiring ""KI-Manager (m/w/d) in Vollzeit""",https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1207955350-S,,,"Stuhr, DEUTSCHLAND",bundesagentur,
2026-09-21,PKF WMS GmbH,40,ai_owner,"+40 hiring ""Finance Transformation, Automation & AI Manager (m/w/d)""",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003735198-S,,,"Osnabrück, DEUTSCHLAND",bundesagentur,
2026-09-21,Plan International Deutschland e.V.,40,ai_owner,"+40 hiring ""Referent:in für KI-Strategie (d/w/m), Plan International Deutschland e.V.""",https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2322237-S,,,"Hamburg, DEUTSCHLAND",bundesagentur,
2026-09-21,R+V Allgemeine Versicherung AG,40,ai_owner,"+40 hiring ""Data Strategy Manager (m/w/d) AI Enablement""",https://www.arbeitsagentur.de/jobsuche/jobdetail/19301-935048157-S,,,"Wiesbaden, DEUTSCHLAND",bundesagentur,
2026-09-21,Trbo,40,ai_owner,"+40 hiring ""AI Transformation & Enablement Specialist (m/w/d) - Freelancer/Interimsmanager""",https://www.arbeitnow.com/jobs/companies/trbo/ai-transformation-enablement-specialist-freelancer-interimsmanager-munchen-420916,,,München,arbeitnow,
2026-09-21,Verder Scientific GmbH & Co. KG,40,rollout;size,"+30 ""Mitarbeiter:in für KI-Projekte, Transformation & Enablement (m/w/d), Haan"" mentions KI-Einführung | +10 looks mid-size or large (post says ""Konzerns"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-2309443-S,,,"Haan, Rheinland, DEUTSCHLAND",bundesagentur,...einsam mit den Fachbereichen zur Effizienzsteigerung o Begleitung der Einführung von KI-Lösungen von der Idee bis zur Anwendung - immer in Zusammenarbeit mit...
2026-09-21,Vivantes Netzwerk für Gesundheit GmbH,40,ai_owner,"+40 hiring ""Senior Manager*in KI und Digitalisierung (m/w/d)""",https://www.arbeitsagentur.de/jobsuche/jobdetail/10000-1207880555-S,,,"Berlin, DEUTSCHLAND",bundesagentur,
2026-09-21,Vonovia SE,40,ai_owner,"+40 hiring ""Lead Process Excellence & AI Transformation (m/w/d)""",https://www.arbeitsagentur.de/jobsuche/jobdetail/14763-44360250-85-S,https://www.arbeitsagentur.de/jobsuche/jobdetail/12951-67a2e7f7-8718-438a--S,,"Bochum, DEUTSCHLAND",bundesagentur,
2026-09-21,WAGO GmbH & Co. KG,40,rollout;size,"+30 ""AI Portfolio Manager (m/w/d)"" mentions internal AI tools, AI for the whole company | +10 looks mid-size or large (post says ""Familienunternehmen"", heuristic)",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003561134-S,,,"Minden, Westfalen, DEUTSCHLAND",bundesagentur,"...it KI in die Zukunft - Weil wir gemeinsam vorausdenken. Mit unseren internen KI-Assistenten gestalten Sie Ihren Arbeitsalltag effizienter, kreativer und zukunfts..."
2026-09-21,Wilhelm Theis GmbH Heizungsbau Sanit Installation,40,ai_owner,"+40 hiring ""Innovationsassistent / Projektleiter Digitalisierung & KI (m/w/d)""",https://www.arbeitsagentur.de/jobsuche/jobdetail/10001-1003445334-S,,,"Bad Marienberg (Westerwald), DEUTSCHLAND",bundesagentur,
2026-09-21,XXXLutz Deutschland,40,ai_owner,"+40 hiring ""AI Transformation Manager (m/w/d)""",https://www.arbeitsagentur.de/jobsuche/jobdetail/12951-60b04f44-9b61-48d6--S,,,"Würzburg, DEUTSCHLAND",bundesagentur,
